Ticker,Description,Exchange,Market Capitalization,Sector
AVAN,Avanti Acquisition Corp.,NYSE,731250013.9285713,Finance
AVAV,"AeroVironment, Inc.",NASDAQ,2709724743.564176,Electronic Technology
AVCT,"American Virtual Cloud Technologies, Inc.",NASDAQ,117267323.6592225,Distribution Services
AVD,American Vanguard Corporation,NYSE,525316962.88164663,Process Industries
AVEO,"AVEO Pharmaceuticals, Inc.",NASDAQ,241899850.6987952,Health Technology
AVGO,Broadcom Inc.,NASDAQ,190155774554.15668,Electronic Technology
AVID,"Avid Technology, Inc.",NASDAQ,1678489463.598614,Technology Services
AVIR,"Atea Pharmaceuticals, Inc.",NASDAQ,1935217023.5291028,Health Technology
AVLR,"Avalara, Inc.",NYSE,13228981125.78187,Technology Services
AVNS,"Avanos Medical, Inc.",NYSE,1910872139.4437575,Health Technology
AVNT,Avient Corporation,NYSE,4311974080.1993,Process Industries
AVNW,"Aviat Networks, Inc.",NASDAQ,408386217.7847577,Electronic Technology
AVO,"Mission Produce, Inc.",NASDAQ,1487031072.8069239,Process Industries
AVRO,"AVROBIO, Inc.",NASDAQ,390095554.02487046,Health Technology
AVT,"Avnet, Inc.",NASDAQ,3865654537.7971935,Distribution Services
AVTR,"Avantor, Inc.",NYSE,20194375087.17866,Process Industries
AVXL,Anavex Life Sciences Corp.,NASDAQ,1550661769.5176635,Health Technology
AVY,Avery Dennison Corporation,NYSE,17057258744.008871,Process Industries
AVYA,Avaya Holdings Corp.,NYSE,2213286803.93855,Electronic Technology
AWH,Aspira Women's Health Inc.,NASDAQ,631377940.718644,Health Technology
AWI,Armstrong World Industries Inc,NYSE,4951527886.024027,Producer Manufacturing
AWK,"American Water Works Company, Inc.",NYSE,28588658452.74538,Utilities
AWR,American States Water Company,NYSE,2960792984.85466,Utilities
AWX,Avalon Holdings Corporation,NYSE ARCA,16728560.12195122,Industrial Services
AX,"Axos Financial, Inc.",NYSE,2671647070.24207,Finance
AXAS,Abraxas Petroleum Corporation,NASDAQ,23665567.1,Energy Minerals
AXDX,"Accelerate Diagnostics, Inc.",NASDAQ,495067005.972093,Health Technology
AXGN,"Axogen, Inc.",NASDAQ,853688068.0640534,Health Technology
AXL,"American Axle & Manufacturing Holdings, Inc.",NYSE,1196877598.357664,Producer Manufacturing
AXLA,Axcella Health Inc.,NASDAQ,162206461.98113206,Health Technology
AXNX,"Axonics, Inc.",NASDAQ,2857726707.3809767,Health Technology
AXON,"Axon Enterprise, Inc.",NASDAQ,10145742946.386068,Electronic Technology
AXP,American Express Company,NYSE,127058416630.66957,Finance
AXS,Axis Capital Holdings Limited,NYSE,4045602913.6203017,Finance
AXSM,"Axsome Therapeutics, Inc.",NASDAQ,2530365720.344905,Health Technology
AXTA,Axalta Coating Systems Ltd.,NYSE,7216703748.147504,Process Industries
AXTI,AXT Inc,NASDAQ,469530005.7216494,Electronic Technology
AXU,Alexco Resource Corp,NYSE ARCA,396294231.9457832,Non-Energy Minerals
AY,Atlantica Sustainable Infrastructure plc,NASDAQ,4044117552.369542,Utilities
AYI,"Acuity Brands, Inc.",NYSE,6374132028.844442,Producer Manufacturing
AYRO,"AYRO, Inc.",NASDAQ,186356358.00182152,Producer Manufacturing
AYTU,"Aytu BioPharma, Inc.",NASDAQ,119056915.20481928,Health Technology
AYX,"Alteryx, Inc.",NYSE,5740902361.881966,Technology Services
AZEK,The AZEK Company Inc.,NYSE,6194215558.507833,Producer Manufacturing
AZO,"AutoZone, Inc.",NYSE,29867059494.45415,Retail Trade
AZPN,"Aspen Technology, Inc.",NASDAQ,9321445620.045734,Technology Services
AZRE,Azure Power Global Limited,NYSE,1244236219.822366,Utilities
AZZ,AZZ Inc.,NYSE,1260241351.9716506,Producer Manufacturing
B,"Barnes Group, Inc.",NYSE,2585840228.2936506,Producer Manufacturing
BA,Boeing Company (The),NYSE,138804668115.84668,Electronic Technology
BAC,Bank of America Corporation,NYSE,332318159605.9975,Finance
BAH,Booz Allen Hamilton Holding Corporation,NYSE,11720878344.035585,Commercial Services
BALY,Bally's Corporation,NYSE,2293585491.088409,Consumer Services
BAM,Brookfield Asset Management Inc.,NYSE,77115502849.32239,Finance
BANC,"Banc of California, Inc.",NYSE,857031837.0994285,Finance
BAND,Bandwidth Inc.,NASDAQ,3308712174.371404,Commercial Services
BANF,BancFirst Corporation,NASDAQ,2076952660.0489013,Finance
BANR,Banner Corporation,NASDAQ,1843933479.8282628,Finance
BAOS,Baosheng Media Group Holdings Limited,NASDAQ,98316237.06122448,Commercial Services
BAP,Credicorp Ltd.,NYSE,9278597149.38995,Finance
BARK,The Original BARK Company,NYSE,1774054874.498195,Process Industries
BATRK,Liberty Media Corporation - Series C Liberty Braves,NASDAQ,1352128867.4242425,Consumer Services
BAX,Baxter International Inc.,NYSE,40640498575.26432,Health Technology
BB,BlackBerry Limited,NYSE,7304226867.633955,Technology Services
BBBY,Bed Bath & Beyond Inc.,NASDAQ,2919601848.3195906,Retail Trade
BBCP,"Concrete Pumping Holdings, Inc.",NASDAQ,473428819.9818621,Finance
BBDC,"Barings BDC, Inc.",NYSE,674715156.2142171,Finance
BBGI,"Beasley Broadcast Group, Inc.",NASDAQ,79539626.09594096,Consumer Services
BBIG,"Vinco Ventures, Inc.",NASDAQ,167080814.35897437,Commercial Services
BBIO,"BridgeBio Pharma, Inc.",NASDAQ,9155599832.258821,Health Technology
BBQ,"BBQ Holdings, Inc.",NASDAQ,138215524.8675497,Consumer Services
BBW,"Build-A-Bear Workshop, Inc.",NYSE,260864319.33333337,Retail Trade
BBY,"Best Buy Co., Inc.",NYSE,26958409765.525753,Retail Trade
BC,Brunswick Corporation,NYSE,7308369324.643003,Consumer Durables
BCAB,"BioAtla, Inc.",NASDAQ,1331396254.8814487,Health Technology
BCBP,"BCB Bancorp, Inc. (NJ)",NASDAQ,220693803.16992483,Finance
BCC,"Boise Cascade, L.L.C.",NYSE,2239102780.031572,Non-Energy Minerals
BCDA,"BioCardia, Inc.",NASDAQ,82285175.57851242,Health Technology
BCE,"BCE, Inc.",NYSE,44326130867.701355,Communications
BCEI,"Bonanza Creek Energy, Inc.",NYSE,1484079932.0611901,Energy Minerals
BCEL,"Atreca, Inc.",NASDAQ,288509577.03414637,Health Technology
BCLI,Brainstorm Cell Therapeutics Inc.,NASDAQ,141642389.60106385,Health Technology
BCO,Brinks Company (The),NYSE,3711665190.923769,Commercial Services
BCOR,"Blucora, Inc.",NASDAQ,846799557.8355482,Technology Services
BCOV,Brightcove Inc.,NASDAQ,542692610.8892127,Technology Services
BCPC,Balchem Corporation,NASDAQ,4208855138.1445923,Process Industries
BCRX,"BioCryst Pharmaceuticals, Inc.",NASDAQ,2823597047.968827,Health Technology
BCSF,"Bain Capital Specialty Finance, Inc.",NYSE,996195720.5263157,Miscellaneous
BCTX,BriaCell Therapeutics Corp.,NASDAQ,78541056.93181819,Health Technology
BDC,Belden Inc,NYSE,2202939829.291881,Producer Manufacturing
BDSI,"BioDelivery Sciences International, Inc.",NASDAQ,358734803.7,Health Technology
BDSX,"Biodesix, Inc.",NASDAQ,420374984.7911392,Health Services
BDTX,"Black Diamond Therapeutics, Inc.",NASDAQ,453837769.1814673,Health Technology
BDX,"Becton, Dickinson and Company",NYSE,69953484867.46913,Health Technology
BE,Bloom Energy Corporation,NYSE,4249435875.1486535,Producer Manufacturing
BEAM,Beam Therapeutics Inc.,NASDAQ,5319136733.999999,Health Technology
BECN,"Beacon Roofing Supply, Inc.",NASDAQ,3629410446.1069145,Distribution Services
BEEM,Beam Global,NASDAQ,316030953.64705884,Utilities
BELFB,Bel Fuse Inc.,NASDAQ,180662494.05490485,Electronic Technology
BEN,"Franklin Resources, Inc.",NYSE,15850863062.49845,Finance
BEP,Brookfield Renewable Partners L.P.,NYSE,10517034884.677202,Utilities
BEPC,Brookfield Renewable Corporation,NYSE,6834816680.419452,Utilities
BERY,"Berry Global Group, Inc.",NYSE,8525679533.778539,Process Industries
BF.B,Brown Forman Inc,NYSE,34303725771.697247,Consumer Non-Durables
BFAM,Bright Horizons Family Solutions Inc.,NYSE,9284444497.76315,Commercial Services
BFI,BurgerFi International Inc,NASDAQ,179990217.47192118,Consumer Services
BFIN,BankFinancial Corporation,NASDAQ,154145316.084854,Finance
BFLY,"Butterfly Network, Inc.",NYSE,2299901109.892241,Health Technology
BG,Bunge Limited Bunge Limited,NYSE,10918733813.582872,Process Industries
BGCP,"BGC Partners, Inc.",NASDAQ,2160259923.0049424,Finance
BGFV,Big 5 Sporting Goods Corporation,NASDAQ,554580437.5865045,Retail Trade
BGI,Birks Group Inc.,NYSE ARCA,42051864.42148759,Retail Trade
BGS,"B&G Foods, Inc.",NYSE,2145237174.0544257,Consumer Non-Durables
BGSF,"BGSF, Inc.",NYSE,127547595.86469673,Commercial Services
BHC,Bausch Health Companies Inc.,NYSE,10504576234.374622,Health Technology
BHE,"Benchmark Electronics, Inc.",NYSE,1027930618.9361702,Electronic Technology
BHF,"Brighthouse Financial, Inc.",NASDAQ,3733753546.3844805,Finance
BHLB,"Berkshire Hills Bancorp, Inc.",NYSE,1382486705.7713249,Finance
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,NYSE,6181371554.594994,Health Technology
BIG,"Big Lots, Inc.",NYSE,2222469064.695652,Retail Trade
BIGC,"BigCommerce Holdings, Inc. - Series 1",NASDAQ,4384788573.303387,Technology Services
BIIB,Biogen Inc.,NASDAQ,58481484845.57196,Health Technology
BILL,"Bill.com Holdings, Inc.",NYSE,14851526770.527958,Technology Services
BIO,"Bio-Rad Laboratories, Inc.",NYSE,18590067688.511654,Health Technology
BIOC,"Biocept, Inc.",NASDAQ,58301141.70814479,Health Services
BIOX,Bioceres Crop Solutions Corp.,NASDAQ,578221600.7947171,Finance
BIP,Brookfield Infrastructure Partners LP Limited Partnership,NYSE,22593340340.68328,Utilities
BIPC,Brookfield Infrastructure Partners LP,NYSE,3244968160.236857,Utilities
BIVI,BioVie Inc.,NASDAQ,368946514.6264501,Health Technology
BJ,"BJ's Wholesale Club Holdings, Inc.",NYSE,6243700680.936352,Retail Trade
BJRI,"BJ's Restaurants, Inc.",NASDAQ,1093560746.7572577,Consumer Services
BK,The Bank of New York Mellon Corporation,NYSE,42286596889.04325,Finance
BKCC,BlackRock Capital Investment Corporation,NASDAQ,293641390.70270264,Finance
BKD,Brookdale Senior Living Inc.,NYSE,1542434013.297483,Health Services
BKE,"Buckle, Inc. (The)",NYSE,1999521790.2260373,Retail Trade
BKEP,Blueknight Energy Partners L.P.,NASDAQ,145967801.44262293,Industrial Services
BKH,Black Hills Corporation,NYSE,4249500046.187902,Utilities
BKI,"Black Knight, Inc.",NYSE,11639540222.103958,Technology Services
BKNG,Booking Holdings Inc. Common Stock,NASDAQ,92065443734.71307,Consumer Services
BKR,Baker Hughes Company,NYSE,23612857700.433277,Industrial Services
BKTI,BK Technologies Corporation,NYSE ARCA,49517876.336633675,Electronic Technology
BKU,"BankUnited, Inc.",NYSE,3881698472.7989907,Finance
BKYI,"BIO-key International, Inc.",NASDAQ,32142070.72292191,Technology Services
BL,"BlackLine, Inc.",NASDAQ,6275978147.719239,Technology Services
BLBD,Blue Bird Corporation,NASDAQ,708716042.5588577,Producer Manufacturing
BLCM,"Bellicum Pharmaceuticals, Inc.",NASDAQ,27460814.226415098,Health Technology
BLD,TopBuild Corp.,NYSE,5948737201.53507,Producer Manufacturing
BLDE,"Blade Air Mobility, Inc.",NASDAQ,782801262.418483,Finance
BLDP,"Ballard Power Systems, Inc.",NASDAQ,5037718800.700139,Producer Manufacturing
BLDR,"Builders FirstSource, Inc.",NASDAQ,8745176730.091564,Producer Manufacturing
BLFS,"BioLife Solutions, Inc.",NASDAQ,1706888771.2327728,Health Technology
BLI,"Berkeley Lights, Inc.",NASDAQ,3244139479.610526,Technology Services
BLIN,"Bridgeline Digital, Inc.",NASDAQ,15741777,Technology Services
BLK,"BlackRock, Inc.",NYSE,128241158572.4521,Finance
BLKB,"Blackbaud, Inc.",NASDAQ,3703408604.3522105,Technology Services
BLL,Ball Corporation,NYSE,25994475964.025642,Process Industries
BLMN,"Bloomin' Brands, Inc.",NASDAQ,2273659719.1786537,Consumer Services
BLNK,Blink Charging Co.,NASDAQ,1649133800.587947,Consumer Services
BLPH,"Bellerophon Therapeutics, Inc.",NASDAQ,38881253.45496535,Health Technology
BLTS,Bright Lights Acquisition Corp.,NASDAQ,278875000.9989701,Finance
BLU,BELLUS Health Inc.,NASDAQ,263996891.30588236,Health Technology
BLUE,"bluebird bio, Inc.",NASDAQ,2235886181.984536,Health Technology
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",NYSE,568118568.3962264,Finance
BMBL,Bumble Inc.,NASDAQ,9498826582.15434,Technology Services
BMI,"Badger Meter, Inc.",NYSE,2694358931.9624643,Producer Manufacturing
BMO,Bank Of Montreal,NYSE,65875720701.44918,Finance
BMRA,"Biomerica, Inc.",NASDAQ,48839563.71059431,Health Technology
BMRC,Bank of Marin Bancorp,NASDAQ,408701303.60151803,Finance
BMRN,BioMarin Pharmaceutical Inc.,NASDAQ,14966618254.045553,Health Technology
BMTC,Bryn Mawr Bank Corporation,NASDAQ,841864206.219056,Finance
BMTX,"BM Technologies, Inc.",NYSE ARCA,149698626.30046225,Finance
BMY,Bristol-Myers Squibb Company,NYSE,148489185266.1408,Health Technology
BNED,"Barnes & Noble Education, Inc",NYSE,485016945.05059206,Retail Trade
BNFT,"Benefitfocus, Inc.",NASDAQ,461876185.83321655,Technology Services
BNGO,"Bionano Genomics, Inc.",NASDAQ,2124834292.2824426,Health Technology
BNS,Bank Nova Scotia Halifax Pfd 3,NYSE,77322622126.70215,Finance
BNSO,"Bonso Electronics International, Inc.",NASDAQ,34000308.90410959,Consumer Durables
BNTC,Benitec Biopharma Inc.,NASDAQ,30946398.406619385,Health Technology
BOAC,Bluescape Opportunities Acquisition Corp.,NYSE,741150013.942857,Finance
BOCH,Bank of Commerce Holdings (CA),NASDAQ,229004430.0700771,Finance
BOH,Bank of Hawaii Corporation,NYSE,3284866506.3500414,Finance
BOKF,BOK Financial Corporation,NASDAQ,5820603235.640564,Finance
BOLT,"Bolt Biotherapeutics, Inc.",NASDAQ,577049483.6955708,Health Technology
BOMN,Boston Omaha Corporation,NASDAQ,949393328.0725689,Commercial Services
BOOM,DMC Global Inc.,NASDAQ,871315801.9477065,Producer Manufacturing
BOOT,"Boot Barn Holdings, Inc.",NYSE,2190654290.518171,Retail Trade
BOSC,B.O.S. Better Online Solutions,NASDAQ,21449827.34834123,Electronic Technology
BOWX,BowX Acquisition Corp.,NASDAQ,685256234.3717729,Finance
BOX,"Box, Inc.",NYSE,4068103554.578862,Technology Services
BOXL,Boxlight Corporation,NASDAQ,149348650.5376344,Commercial Services
BPFH,"Boston Private Financial Holdings, Inc.",NASDAQ,1164396164.0276623,Finance
BPMC,Blueprint Medicines Corporation,NASDAQ,4830094869.369329,Health Technology
BPMP,BP Midstream Partners LP,NYSE,1548863310.6844919,Industrial Services
BPOP,"Popular, Inc.",NASDAQ,5834997034.33876,Finance
BPTH,"Bio-Path Holdings, Inc.",NASDAQ,45101861.36209554,Health Technology
BPY,Brookfield Property Partners L.P. - Limited Partnership,NASDAQ,17191839083.116283,Finance
BR,"Broadridge Financial Solutions, Inc.",NYSE,18386180107.327137,Commercial Services
BRBR,"BellRing Brands, Inc.",NYSE,4093100218.8510633,Health Technology
BRBS,"Blue Ridge Bankshares, Inc.",NYSE ARCA,319751224.66801393,Finance
BRC,Brady Corporation,NYSE,2866072650.2814655,Producer Manufacturing
BRCN,Burcon NutraScience Corp.,NASDAQ,322375495.787234,Process Industries
BRK.B,Berkshire Hathaway Inc. New,NYSE,627243951714.3403,Finance
BRKL,"Brookline Bancorp, Inc.",NASDAQ,1173670791.7951806,Finance
BRKR,Bruker Corporation,NASDAQ,10953460162.128416,Health Technology
BRKS,"Brooks Automation, Inc.",NASDAQ,6811524467.02182,Electronic Technology
BRN,"Barnwell Industries, Inc.",NYSE ARCA,23754991.99305556,Energy Minerals
BRO,"Brown & Brown, Inc.",NYSE,14602555826.745201,Finance
BRP,"BRP Group, Inc.",NASDAQ,2684164487.904196,Finance
BRPM,B. Riley Principal 150 Merger Corp.,NASDAQ,208724993.2638481,Finance
BRY,Berry Corporation (bry),NASDAQ,552031219.9263804,Energy Minerals
BSET,"Bassett Furniture Industries, Incorporated",NASDAQ,261117840.93703705,Consumer Durables
BSGM,"BioSig Technologies, Inc.",NASDAQ,118424154.26178011,Health Technology
BSIG,BrightSphere Investment Group Inc.,NYSE,1799761428.1257093,Finance
BSM,"Black Stone Minerals, L.P.",NYSE,2127408246.6313763,Energy Minerals
BSN,Broadstone Acquisition Corp.,NYSE,378575722.98795176,Finance
BSQR,BSQUARE Corporation,NASDAQ,30433955.71052632,Technology Services
BSX,Boston Scientific Corporation,NYSE,61127584279.24153,Health Technology
BSY,"Bentley Systems, Incorporated",NASDAQ,17685252485.485027,Technology Services
BTAI,"BioXcel Therapeutics, Inc.",NASDAQ,930842804.4766728,Health Technology
BTAQ,Burgundy Technology Acquisition Corporation,NASDAQ,436572514.9848332,Finance
BTBT,"Bit Digital, Inc.",NASDAQ,362406521.25,Commercial Services
BTG,B2Gold Corp,NYSE ARCA,4597016077.760286,Non-Energy Minerals
BTN,"Ballantyne Strong, Inc.",NYSE ARCA,84187106.44880174,Consumer Services
BTNB,Bridgetown 2 Holdings Limited,NASDAQ,386457503.01165044,Finance
BTRS,BTRS Holdings Inc. - Class 1,NASDAQ,2336317183.404087,Technology Services
BTU,Peabody Energy Corporation,NYSE,738233004.8766233,Energy Minerals
BTWN,Bridgetown Holdings Limited,NASDAQ,757129254.9006883,Finance
BTX,"Brooklyn ImmunoTherapeutics, Inc.",NYSE ARCA,680820667.6271187,Health Technology
BUR,Burford Capital Limited,NYSE,2350405245.457071,Finance
BURL,"Burlington Stores, Inc.",NYSE,20079243613.162422,Retail Trade
BUSE,First Busey Corporation,NASDAQ,1341268156.278682,Finance
BV,"BrightView Holdings, Inc.",NYSE,1668225781.415608,Commercial Services
BVH,Bluegreen Vacations Holding Corporation,NYSE,408526926.255297,Finance
BVS,Bioventus Inc.,NASDAQ,997284522.4345404,Health Technology
BW,"Babcock & Wilcox Enterprises, Inc.",NYSE,642955698.5294117,Electronic Technology
BWA,BorgWarner Inc.,NYSE,11411956742.169462,Producer Manufacturing
BWAC,Better World Acquisition Corp.,NASDAQ,161056689.99999997,Finance
BWEN,"Broadwind, Inc.",NASDAQ,90934813.52238806,Producer Manufacturing
BWMX,"Betterware de Mexico, S.A.B de C.V.",NASDAQ,1487178912.3006508,Retail Trade
BWXT,"BWX Technologies, Inc.",NYSE,5633307900.013732,Utilities
BX,The Blackstone Group Inc.,NYSE,113241435693.89787,Finance
BXC,Bluelinx Holdings Inc.,NYSE,400782233.38934904,Distribution Services
BXS,BancorpSouth Bank,NYSE,2831480456.0296993,Finance
BY,"Byline Bancorp, Inc.",NYSE,834397507.0540905,Finance
BYD,Boyd Gaming Corporation,NYSE,6576906557.386773,Consumer Services
BYFC,Broadway Financial Corporation,NASDAQ,157685707,Finance
BYND,"Beyond Meat, Inc.",NASDAQ,9167536516.62068,Consumer Non-Durables
BYRN,"Byrna Technologies, Inc.",NASDAQ,529740380.45825243,Electronic Technology
BYSI,"BeyondSpring, Inc.",NASDAQ,456763624.9045936,Health Technology
BZH,"Beazer Homes USA, Inc.",NYSE,645285153.3112073,Consumer Durables
C,"Citigroup, Inc.",NYSE,139753089976.81516,Finance
CAAP,Corporacion America Airports SA,NYSE,852851128.9602273,Transportation
CAAS,"China Automotive Systems, Inc.",NASDAQ,151173708.72916666,Producer Manufacturing
CABA,"Cabaletta Bio, Inc.",NASDAQ,154000259.80901858,Health Technology
CACC,Credit Acceptance Corporation,NASDAQ,6908423028.7436495,Finance
CACI,"CACI International, Inc.",NYSE,6141557997.544783,Technology Services
CADE,Cadence Bancorporation,NYSE,2529417643.9750123,Finance
CAE,CAE Inc.,NYSE,9033088242.399218,Commercial Services
CAG,"ConAgra Brands, Inc.",NYSE,17124504784.910389,Consumer Non-Durables
CAH,"Cardinal Health, Inc.",NYSE,16262792381.171804,Distribution Services
CAHC,CA Healthcare Acquisition Corp.,NASDAQ,142025002,Finance
CAI,"CAI International, Inc.",NYSE,660324891,Finance
CAKE,The Cheesecake Factory Incorporated,NASDAQ,2408075937.191489,Consumer Services
CAL,"Caleres, Inc.",NYSE,967780978.2645011,Consumer Non-Durables
CALA,"Calithera Biosciences, Inc.",NASDAQ,154019568.07339448,Health Technology
CALM,"Cal-Maine Foods, Inc.",NASDAQ,1761753302.7275722,Consumer Non-Durables
CALX,"Calix, Inc",NYSE,2678188545.014952,Electronic Technology
CAMP,CalAmp Corp.,NASDAQ,466959081.21845716,Electronic Technology
CAMT,Camtek Ltd.,NASDAQ,1566887611.047761,Electronic Technology
CANO,"Cano Health, Inc.",NYSE,2394432535.205776,Finance
